,id galaxias,pesos
0,1,1.2478632478632479
1,3,1.2478632478632479
2,4,1.2478632478632479
3,16,1.2478632478632479
4,24,2.4957264957264957
5,26,2.4957264957264957
6,29,2.4957264957264957
7,30,1.2478632478632479
8,44,1.2478632478632479
9,219,0.6239316239316239
10,222,1.2478632478632479
11,223,1.2478632478632479
12,240,0.0
13,241,0.0
14,248,1.2478632478632479
15,256,1.2478632478632479
16,265,2.4957264957264957
17,274,0.0
18,275,1.2478632478632479
19,280,0.0
20,282,1.2478632478632479
21,283,2.4957264957264957
22,290,2.4957264957264957
23,291,0.0
24,294,0.0
25,297,0.0
26,307,0.0
27,310,0.6239316239316239
28,319,0.6239316239316239
29,320,2.4957264957264957
30,321,1.2478632478632479
31,322,0.0
32,389,2.4957264957264957
33,393,0.0
34,397,0.0
35,404,1.2478632478632479
36,406,0.6239316239316239
37,409,0.6239316239316239
38,414,1.2478632478632479
39,418,1.2478632478632479
40,423,0.0
41,425,0.6239316239316239
42,430,2.4957264957264957
43,431,0.0
44,432,2.4957264957264957
45,459,1.2478632478632479
46,461,0.6239316239316239
47,469,0.6239316239316239
48,475,2.4957264957264957
49,480,1.2478632478632479
50,492,2.4957264957264957
51,494,1.2478632478632479
52,504,2.4957264957264957
53,506,0.0
54,509,0.6239316239316239
55,511,0.0
56,518,1.2478632478632479
57,521,2.4957264957264957
58,526,0.0
59,527,2.4957264957264957
60,531,0.0
61,536,0.0
62,541,1.2478632478632479
63,547,1.2478632478632479
64,567,0.6239316239316239
65,607,0.0
66,608,2.4957264957264957
67,610,2.4957264957264957
68,614,2.4957264957264957
69,621,1.2478632478632479
70,635,1.2478632478632479
71,640,1.2478632478632479
72,656,2.4957264957264957
73,658,2.4957264957264957
74,660,0.0
75,667,0.0
76,671,0.0
77,683,0.6239316239316239
78,692,0.0
79,708,1.2478632478632479
80,715,2.4957264957264957
81,716,1.2478632478632479
82,726,0.6239316239316239
83,736,1.2478632478632479
84,740,2.4957264957264957
85,743,1.2478632478632479
86,745,2.4957264957264957
87,747,1.2478632478632479
88,748,2.4957264957264957
89,749,1.2478632478632479
90,750,1.2478632478632479
91,751,2.4957264957264957
92,752,1.2478632478632479
93,758,1.2478632478632479
94,762,1.2478632478632479
95,765,0.0
96,773,1.8717948717948718
97,781,1.2478632478632479
98,787,1.2478632478632479
99,795,0.6239316239316239
100,800,1.2478632478632479
101,802,0.6239316239316239
102,804,0.0
103,809,2.4957264957264957
104,820,1.2478632478632479
105,821,1.2478632478632479
106,824,1.2478632478632479
107,833,1.2478632478632479
108,835,2.4957264957264957
109,836,1.2478632478632479
110,841,2.4957264957264957
111,860,2.4957264957264957
112,863,2.4957264957264957
113,865,2.4957264957264957
114,868,1.2478632478632479
115,870,0.6239316239316239
116,871,1.2478632478632479
117,872,1.2478632478632479
118,877,0.0
119,884,1.2478632478632479
120,888,2.4957264957264957
121,891,0.0
122,895,0.0
123,898,0.0
124,906,1.2478632478632479
125,909,2.4957264957264957
126,910,1.2478632478632479
127,915,1.2478632478632479
128,920,1.2478632478632479
129,923,0.0
130,934,2.4957264957264957
131,938,0.6239316239316239
132,944,1.2478632478632479
133,951,2.4957264957264957
134,952,0.0
135,960,2.4957264957264957
136,961,0.0
137,962,1.2478632478632479
138,970,0.0
139,973,0.0
140,983,0.0
141,987,0.0
142,988,2.4957264957264957
143,989,2.4957264957264957
144,998,1.2478632478632479
145,999,2.4957264957264957
146,1006,2.4957264957264957
147,1010,0.6239316239316239
148,1013,0.6239316239316239
149,1015,0.0
150,1020,0.6239316239316239
151,1025,1.2478632478632479
152,1026,1.2478632478632479
153,1033,0.0
154,1040,2.4957264957264957
155,1043,2.4957264957264957
156,1049,1.2478632478632479
157,1059,2.4957264957264957
158,1067,2.4957264957264957
159,1076,2.4957264957264957
160,1080,2.4957264957264957
161,1095,0.6239316239316239
162,1104,1.2478632478632479
163,1105,2.4957264957264957
164,1108,0.6239316239316239
165,1114,0.0
166,1116,0.0
167,1123,0.6239316239316239
168,1132,0.0
169,1155,0.6239316239316239
170,1156,2.4957264957264957
171,1157,0.6239316239316239
172,1166,1.2478632478632479
173,1174,1.2478632478632479
174,1176,1.2478632478632479
175,1186,0.0
176,1195,2.4957264957264957
177,1196,2.4957264957264957
178,1203,1.2478632478632479
179,1204,2.4957264957264957
180,1206,1.2478632478632479
181,1207,1.2478632478632479
182,1210,0.0
183,1213,0.0
184,1214,0.0
185,1216,0.6239316239316239
186,1223,1.2478632478632479
187,1231,1.2478632478632479
188,1234,1.2478632478632479
